DATE,ATM,Cash
8/17/2009 12:00:00 AM,ATM4,112
8/18/2009 12:00:00 AM,ATM4,132
8/19/2009 12:00:00 AM,ATM4,94
8/20/2009 12:00:00 AM,ATM4,24
8/21/2009 12:00:00 AM,ATM4,122
8/22/2009 12:00:00 AM,ATM4,104
8/23/2009 12:00:00 AM,ATM4,128
8/24/2009 12:00:00 AM,ATM4,120
8/25/2009 12:00:00 AM,ATM4,174
8/26/2009 12:00:00 AM,ATM4,96
8/27/2009 12:00:00 AM,ATM4,13
8/28/2009 12:00:00 AM,ATM4,121
8/29/2009 12:00:00 AM,ATM4,133
8/30/2009 12:00:00 AM,ATM4,118
8/31/2009 12:00:00 AM,ATM4,91
9/1/2009 12:00:00 AM,ATM4,120
9/2/2009 12:00:00 AM,ATM4,88
9/3/2009 12:00:00 AM,ATM4,19
9/4/2009 12:00:00 AM,ATM4,150
9/5/2009 12:00:00 AM,ATM4,144
9/6/2009 12:00:00 AM,ATM4,121
9/7/2009 12:00:00 AM,ATM4,105
9/8/2009 12:00:00 AM,ATM4,133
9/9/2009 12:00:00 AM,ATM4,109
9/10/2009 12:00:00 AM,ATM4,18
9/11/2009 12:00:00 AM,ATM4,1
9/12/2009 12:00:00 AM,ATM4,105
9/13/2009 12:00:00 AM,ATM4,112
9/14/2009 12:00:00 AM,ATM4,82
9/15/2009 12:00:00 AM,ATM4,111
9/16/2009 12:00:00 AM,ATM4,79
9/17/2009 12:00:00 AM,ATM4,13
9/18/2009 12:00:00 AM,ATM4,112
9/19/2009 12:00:00 AM,ATM4,99
9/20/2009 12:00:00 AM,ATM4,140
9/21/2009 12:00:00 AM,ATM4,110
9/22/2009 12:00:00 AM,ATM4,180
9/23/2009 12:00:00 AM,ATM4,73
9/24/2009 12:00:00 AM,ATM4,7
9/25/2009 12:00:00 AM,ATM4,106
9/26/2009 12:00:00 AM,ATM4,103
9/27/2009 12:00:00 AM,ATM4,93
9/28/2009 12:00:00 AM,ATM4,96
9/29/2009 12:00:00 AM,ATM4,117
9/30/2009 12:00:00 AM,ATM4,80
10/1/2009 12:00:00 AM,ATM4,14
10/2/2009 12:00:00 AM,ATM4,120
10/3/2009 12:00:00 AM,ATM4,91
10/4/2009 12:00:00 AM,ATM4,96
10/5/2009 12:00:00 AM,ATM4,74
10/6/2009 12:00:00 AM,ATM4,108
10/7/2009 12:00:00 AM,ATM4,73
10/8/2009 12:00:00 AM,ATM4,13
10/9/2009 12:00:00 AM,ATM4,93
10/10/2009 12:00:00 AM,ATM4,94
10/11/2009 12:00:00 AM,ATM4,76
10/12/2009 12:00:00 AM,ATM4,111
10/13/2009 12:00:00 AM,ATM4,88
10/14/2009 12:00:00 AM,ATM4,76
10/15/2009 12:00:00 AM,ATM4,9
10/16/2009 12:00:00 AM,ATM4,87
10/17/2009 12:00:00 AM,ATM4,105
10/18/2009 12:00:00 AM,ATM4,78
10/19/2009 12:00:00 AM,ATM4,67
10/20/2009 12:00:00 AM,ATM4,90
10/21/2009 12:00:00 AM,ATM4,68
10/22/2009 12:00:00 AM,ATM4,9
10/23/2009 12:00:00 AM,ATM4,78
10/24/2009 12:00:00 AM,ATM4,74
10/25/2009 12:00:00 AM,ATM4,74
10/26/2009 12:00:00 AM,ATM4,60
10/27/2009 12:00:00 AM,ATM4,75
10/28/2009 12:00:00 AM,ATM4,61
10/29/2009 12:00:00 AM,ATM4,9
10/30/2009 12:00:00 AM,ATM4,90
10/31/2009 12:00:00 AM,ATM4,86
11/1/2009 12:00:00 AM,ATM4,86
11/2/2009 12:00:00 AM,ATM4,79
11/3/2009 12:00:00 AM,ATM4,90
11/4/2009 12:00:00 AM,ATM4,80
11/5/2009 12:00:00 AM,ATM4,21
11/6/2009 12:00:00 AM,ATM4,93
11/7/2009 12:00:00 AM,ATM4,104
11/8/2009 12:00:00 AM,ATM4,109
11/9/2009 12:00:00 AM,ATM4,88
11/10/2009 12:00:00 AM,ATM4,96
11/11/2009 12:00:00 AM,ATM4,70
11/12/2009 12:00:00 AM,ATM4,15
11/13/2009 12:00:00 AM,ATM4,73
11/14/2009 12:00:00 AM,ATM4,94
11/15/2009 12:00:00 AM,ATM4,108
11/16/2009 12:00:00 AM,ATM4,73
11/17/2009 12:00:00 AM,ATM4,87
11/18/2009 12:00:00 AM,ATM4,75
11/19/2009 12:00:00 AM,ATM4,10
11/20/2009 12:00:00 AM,ATM4,92
11/21/2009 12:00:00 AM,ATM4,87
11/22/2009 12:00:00 AM,ATM4,74
11/23/2009 12:00:00 AM,ATM4,73
11/24/2009 12:00:00 AM,ATM4,93
11/25/2009 12:00:00 AM,ATM4,66
11/26/2009 12:00:00 AM,ATM4,18
11/27/2009 12:00:00 AM,ATM4,99
11/28/2009 12:00:00 AM,ATM4,94
11/29/2009 12:00:00 AM,ATM4,136
11/30/2009 12:00:00 AM,ATM4,6
12/1/2009 12:00:00 AM,ATM4,140
12/2/2009 12:00:00 AM,ATM4,73
12/3/2009 12:00:00 AM,ATM4,9
12/4/2009 12:00:00 AM,ATM4,140
12/5/2009 12:00:00 AM,ATM4,103
12/6/2009 12:00:00 AM,ATM4,110
12/7/2009 12:00:00 AM,ATM4,90
12/8/2009 12:00:00 AM,ATM4,135
12/9/2009 12:00:00 AM,ATM4,67
12/10/2009 12:00:00 AM,ATM4,12
12/11/2009 12:00:00 AM,ATM4,109
12/12/2009 12:00:00 AM,ATM4,84
12/13/2009 12:00:00 AM,ATM4,92
12/14/2009 12:00:00 AM,ATM4,84
12/15/2009 12:00:00 AM,ATM4,118
12/16/2009 12:00:00 AM,ATM4,68
12/17/2009 12:00:00 AM,ATM4,14
12/18/2009 12:00:00 AM,ATM4,90
12/19/2009 12:00:00 AM,ATM4,92
12/20/2009 12:00:00 AM,ATM4,93
12/21/2009 12:00:00 AM,ATM4,85
12/22/2009 12:00:00 AM,ATM4,93
12/23/2009 12:00:00 AM,ATM4,70
12/24/2009 12:00:00 AM,ATM4,13
12/25/2009 12:00:00 AM,ATM4,90
12/26/2009 12:00:00 AM,ATM4,91
12/27/2009 12:00:00 AM,ATM4,102
12/28/2009 12:00:00 AM,ATM4,97
12/29/2009 12:00:00 AM,ATM4,42
12/30/2009 12:00:00 AM,ATM4,2
12/31/2009 12:00:00 AM,ATM4,14
1/1/2010 12:00:00 AM,ATM4,132
1/2/2010 12:00:00 AM,ATM4,108
1/3/2010 12:00:00 AM,ATM4,120
1/4/2010 12:00:00 AM,ATM4,120
1/5/2010 12:00:00 AM,ATM4,90
1/6/2010 12:00:00 AM,ATM4,48
1/7/2010 12:00:00 AM,ATM4,15
1/8/2010 12:00:00 AM,ATM4,86
1/9/2010 12:00:00 AM,ATM4,109
1/10/2010 12:00:00 AM,ATM4,115
1/11/2010 12:00:00 AM,ATM4,123
1/12/2010 12:00:00 AM,ATM4,123
1/13/2010 12:00:00 AM,ATM4,60
1/14/2010 12:00:00 AM,ATM4,22
1/15/2010 12:00:00 AM,ATM4,81
1/16/2010 12:00:00 AM,ATM4,98
1/17/2010 12:00:00 AM,ATM4,94
1/18/2010 12:00:00 AM,ATM4,76
1/19/2010 12:00:00 AM,ATM4,96
1/20/2010 12:00:00 AM,ATM4,72
1/21/2010 12:00:00 AM,ATM4,12
1/22/2010 12:00:00 AM,ATM4,91
1/23/2010 12:00:00 AM,ATM4,74
1/24/2010 12:00:00 AM,ATM4,104
1/25/2010 12:00:00 AM,ATM4,74
1/26/2010 12:00:00 AM,ATM4,91
1/27/2010 12:00:00 AM,ATM4,66
1/28/2010 12:00:00 AM,ATM4,28
1/29/2010 12:00:00 AM,ATM4,152
1/30/2010 12:00:00 AM,ATM4,97
1/31/2010 12:00:00 AM,ATM4,100
2/1/2010 12:00:00 AM,ATM4,85
2/2/2010 12:00:00 AM,ATM4,123
2/3/2010 12:00:00 AM,ATM4,46
2/4/2010 12:00:00 AM,ATM4,38
2/5/2010 12:00:00 AM,ATM4,138
2/6/2010 12:00:00 AM,ATM4,74
2/7/2010 12:00:00 AM,ATM4,85
2/8/2010 12:00:00 AM,ATM4,78
2/9/2010 12:00:00 AM,ATM4,1123
2/10/2010 12:00:00 AM,ATM4,50
2/11/2010 12:00:00 AM,ATM4,28
2/12/2010 12:00:00 AM,ATM4,105
2/13/2010 12:00:00 AM,ATM4,109
2/14/2010 12:00:00 AM,ATM4,26
2/15/2010 12:00:00 AM,ATM4,54
2/16/2010 12:00:00 AM,ATM4,105
2/17/2010 12:00:00 AM,ATM4,179
2/18/2010 12:00:00 AM,ATM4,125
2/19/2010 12:00:00 AM,ATM4,84
2/20/2010 12:00:00 AM,ATM4,99
2/21/2010 12:00:00 AM,ATM4,110
2/22/2010 12:00:00 AM,ATM4,80
2/23/2010 12:00:00 AM,ATM4,1
2/24/2010 12:00:00 AM,ATM4,111
2/25/2010 12:00:00 AM,ATM4,115
2/26/2010 12:00:00 AM,ATM4,108
2/27/2010 12:00:00 AM,ATM4,100
2/28/2010 12:00:00 AM,ATM4,152
3/1/2010 12:00:00 AM,ATM4,90
3/2/2010 12:00:00 AM,ATM4,4
3/3/2010 12:00:00 AM,ATM4,128
3/4/2010 12:00:00 AM,ATM4,87
3/5/2010 12:00:00 AM,ATM4,84
3/6/2010 12:00:00 AM,ATM4,69
3/7/2010 12:00:00 AM,ATM4,112
3/8/2010 12:00:00 AM,ATM4,62
3/9/2010 12:00:00 AM,ATM4,4
3/10/2010 12:00:00 AM,ATM4,94
3/11/2010 12:00:00 AM,ATM4,102
3/12/2010 12:00:00 AM,ATM4,98
3/13/2010 12:00:00 AM,ATM4,88
3/14/2010 12:00:00 AM,ATM4,123
3/15/2010 12:00:00 AM,ATM4,55
3/16/2010 12:00:00 AM,ATM4,4
3/17/2010 12:00:00 AM,ATM4,92
3/18/2010 12:00:00 AM,ATM4,88
3/19/2010 12:00:00 AM,ATM4,92
3/20/2010 12:00:00 AM,ATM4,92
3/21/2010 12:00:00 AM,ATM4,117
3/22/2010 12:00:00 AM,ATM4,73
3/23/2010 12:00:00 AM,ATM4,3
3/24/2010 12:00:00 AM,ATM4,85
3/25/2010 12:00:00 AM,ATM4,88
3/26/2010 12:00:00 AM,ATM4,76
3/27/2010 12:00:00 AM,ATM4,93
3/28/2010 12:00:00 AM,ATM4,116
3/29/2010 12:00:00 AM,ATM4,68
3/30/2010 12:00:00 AM,ATM4,19
3/31/2010 12:00:00 AM,ATM4,127
4/1/2010 12:00:00 AM,ATM4,93
4/2/2010 12:00:00 AM,ATM4,97
4/3/2010 12:00:00 AM,ATM4,102
4/4/2010 12:00:00 AM,ATM4,109
4/5/2010 12:00:00 AM,ATM4,68
4/6/2010 12:00:00 AM,ATM4,4
4/7/2010 12:00:00 AM,ATM4,105
4/8/2010 12:00:00 AM,ATM4,79
4/9/2010 12:00:00 AM,ATM4,90
4/10/2010 12:00:00 AM,ATM4,87
4/11/2010 12:00:00 AM,ATM4,92
4/12/2010 12:00:00 AM,ATM4,63
4/13/2010 12:00:00 AM,ATM4,3
4/14/2010 12:00:00 AM,ATM4,103
4/15/2010 12:00:00 AM,ATM4,80
4/16/2010 12:00:00 AM,ATM4,80
4/17/2010 12:00:00 AM,ATM4,84
4/18/2010 12:00:00 AM,ATM4,81
4/19/2010 12:00:00 AM,ATM4,88
4/20/2010 12:00:00 AM,ATM4,3
4/21/2010 12:00:00 AM,ATM4,100
4/22/2010 12:00:00 AM,ATM4,69
4/23/2010 12:00:00 AM,ATM4,85
4/24/2010 12:00:00 AM,ATM4,85
4/25/2010 12:00:00 AM,ATM4,109
4/26/2010 12:00:00 AM,ATM4,74
4/27/2010 12:00:00 AM,ATM4,4
4/28/2010 12:00:00 AM,ATM4,96
4/29/2010 12:00:00 AM,ATM4,82
4/30/2010 12:00:00 AM,ATM4,85
